URL,MLB_ID,AFFILIATE_STATUS,TRACKING_ID,IMAGE_STATUS,PRICE_STATUS,BUTTON_STATUS,HTTP_STATUS
https://comparapreco.github.io/ofertas/informatica/smart-tv-32-lg-hd-32lr600bpsa-processador-5-ger6-alexa-webos-MLB66364935.html,MLB66364935,OK,CORRECT,OK,OK,OK,200
https://comparapreco.github.io/ofertas/informatica/smart-tv-lg-uhd-ai-ua75-55-polegadas-hdr10-pro-processador-7-ai-ger8-webos-25-MLB53610161.html,MLB53610161,OK,CORRECT,OK,OK,OK,200
https://comparapreco.github.io/ofertas/informatica/smart-tv-lg-uhd-ai-ua75-65-polegadas-hdr10-pro-processador-7-ai-ger8-webos-25-MLB60390574.html,MLB60390574,OK,CORRECT,OK,OK,OK,200
https://comparapreco.github.io/ofertas/informatica/smart-tv-profissional-4k-43-lg-uhd-43au801-processador-7-ai-ger8-super-upscaling-google-cast-alexa-integrado-MLB67270079.html,MLB67270079,OK,CORRECT,OK,OK,OK,200
https://comparapreco.github.io/ofertas/informatica/smart-tv-profissional-lg-43-full-hd-processador-a5-ger6-ai-alexa-integrada-webos-23-43lr671c-b-MLB23175321.html,MLB23175321,OK,CORRECT,OK,OK,OK,200
https://comparapreco.github.io/ofertas/informatica/tv-box-aquario-plus-stv-3000-4k-padrao-4k-16gb-preto-com-2gb-de-memoria-ram-MLB61071725.html,MLB61071725,OK,CORRECT,OK,OK,OK,200
https://comparapreco.github.io/ofertas/moveis/cadeira-escritorio-ergonomica-genebra-b500-luvinco-cor-preto-com-suporte-lombar-estofado-mesh-malha-MLB26417959.html,MLB26417959,OK,CORRECT,OK,OK,OK,200
https://comparapreco.github.io/ofertas/moveis/cadeira-gamer-com-apoio-de-pes-level-preta-healer-preto-couro-sintetico-MLB22535617.html,MLB22535617,OK,CORRECT,OK,OK,OK,200
https://comparapreco.github.io/ofertas/moveis/cadeira-gamer-profissional-reclinavel-apoio-de-pes-x-ray-MLB39766120.html,MLB39766120,OK,CORRECT,OK,OK,OK,200
https://comparapreco.github.io/ofertas/moveis/cadeira-gamer-python-fly-violeta-ergonomica-altura-regulavel-couro-sintetico-MLB34968599.html,MLB34968599,OK,CORRECT,OK,OK,OK,200
https://comparapreco.github.io/ofertas/moveis/cadeira-gamer-tgt-heron-tc2-preto-tgt-hrtc-bl03-couro-sintetico-MLB41514567.html,MLB41514567,OK,CORRECT,OK,OK,OK,200
https://comparapreco.github.io/ofertas/moveis/cadeira-gamer-wells-preta-healer-preto-couro-sintetico-MLB19763973.html,MLB19763973,OK,CORRECT,OK,OK,OK,200
https://comparapreco.github.io/ofertas/moveis/colchao-solteiro-molas-qatar-88x188x22cm-bege-branco-inducol-cor-bege-MLB49420882.html,MLB49420882,OK,CORRECT,OK,OK,OK,200
https://comparapreco.github.io/ofertas/moveis/cooktop-5-bocas-a-gas-electrolux-mesa-de-vidro-efficient-grade-de-aco-fosco-ke5gr-bivolt-MLB50374350.html,MLB50374350,OK,CORRECT,OK,OK,OK,200
https://comparapreco.github.io/ofertas/moveis/kit-2-mesas-laterais-retro-para-cama-e-quarto-com-pes-MLB63315910.html,MLB63315910,OK,CORRECT,OK,OK,OK,200
https://comparapreco.github.io/ofertas/moveis/cadeira-gamer-com-apoio-de-pes-level-preta-healer-preto-couro-sintetico-MLB19603205.html,MLB19603205,OK,CORRECT,OK,OK,OK,200
https://comparapreco.github.io/ofertas/moveis/cooktop-4-bocas-atlas-agile-up-mesa-vidro-mega-chama-bivolt-preto-MLB46671029.html,MLB46671029,OK,CORRECT,OK,OK,OK,200
https://comparapreco.github.io/ofertas/outros/barbeador-e-aparador-eletrico-philips-oneblade-para-rosto-corpo-sem-fio-e-a-prova-d-agua-qp2824-10-preto-MLB19612966.html,MLB19612966,OK,CORRECT,OK,OK,OK,200
https://comparapreco.github.io/ofertas/outros/tenis-masculino-feminino-kappa-park-20-original-MLB50181290.html,MLB50181290,OK,CORRECT,OK,OK,OK,200
https://comparapreco.github.io/ofertas/outros/800mlgarrafa-termica-agua-squeeze-inox-academiaquente-e-frio-MLB54543594.html,MLB54543594,OK,CORRECT,OK,OK,OK,200
https://comparapreco.github.io/ofertas/outros/aparador-de-pelos-multigroom-8-em-1-mg3917-15-philips-preto-127-220v-MLB50269368.html,MLB50269368,OK,CORRECT,OK,OK,OK,200
https://comparapreco.github.io/ofertas/outros/aquecedor-de-agua-eletrico-lorenzetti-versatil-3-temperaturas-branco-220v-5500w-gn-MLB17449992.html,MLB17449992,OK,CORRECT,OK,OK,OK,200
